Network,Code,Longitude,Latitude,Height,Province,District
"TK","1635",29.2587,40.4497,169,"Bursa","Orhangazi"
"TK","1603",29.1296,40.1824,193,"Bursa","Yıldırım"
"TK","1604",29.1273,40.1831,193,"Bursa","Yıldırım"
"TK","1608",29.1793,40.4105,194,"Bursa","Gemlik"
"TK","4511",28.6912,38.24,208,"Manisa","Sarıgöl"
"TK","2021",29.0346,38.1142,210,"Denizli","Güney"
"TK","2022",29.0345,38.1152,210,"Denizli","Güney"
"TK","2617",30.5724,40.0275,211,"Eskişehir","Mihalgazi"
"TK","0903",28.746,37.9739,212,"Aydın","Buharkent"
"TK","1617",29.2993,40.4941,218,"Bursa","Orhangazi"
"TK","1641",29.6525,40.2769,235,"Bursa","Yenişehir"
"TK","0128",35.0628,37.2503,236,"Adana","Karaisalı"
"TK","1021",27.5762,39.7474,248,"Balıkesir","Balya"
"TK","1639",29.5418,40.3776,250,"Bursa","İznik"
"TK","1012",27.8618,40.3465,257,"Balıkesir","Bandırma"
"TK","1001",27.8569,39.65,262,"Balıkesir","Karesi"
"TK","1022",27.4936,39.5817,262,"Balıkesir","İvrindi"
"TK","2023",29.0349,38.1154,269,"Denizli","Güney"
"TK","3703",33.3284,41.2456,282,"Kastamonu","Araç"
"TK","5703",34.7832,41.4648,288,"Sinop","Boyabat"
"TK","8111",31.4487,40.9614,330,"Düzce","Yığılca"
"TK","4131",29.9219,40.8205,366,"Kocaeli","İzmit"
"TK","0502",35.8528,40.6683,419,"Amasya","Merkez"
"TK","1902",34.8002,40.9763,422,"Çorum","Osmancık"
"TK","2001",29.0922,37.7622,427,"Denizli","Pamukkale"
"TK","3143",36.5571,36.8489,430,"Hatay","Hassa"
"TK","1025",27.9684,39.8745,437,"Balıkesir","Karesi"
"TK","4512",28.8652,38.7422,440,"Manisa","Selendi"
"TK","1640",28.9868,39.9112,465,"Bursa","Orhaneli"
"TK","2707",36.5738,36.9309,487,"Gaziantep","İslahiye"
"TK","4629",36.7887,37.2874,494,"Kahramanmaraş","Türkoğlu"
"TK","4632",36.7737,37.256,507,"Kahramanmaraş","Türkoğlu"
"TK","3144",36.486,36.7575,509,"Hatay","Hassa"
"TK","0512",35.6631,40.8154,519,"Amasya","Suluova"
"TK","4633",36.908,37.3439,525,"Kahramanmaraş","Türkoğlu"
"TK","2709",36.6705,37.1285,531,"Gaziantep","İslahiye"
"TK","4630",36.806,37.3449,531,"Kahramanmaraş","Türkoğlu"
"TK","1103",30.3083,40.2822,538,"Bilecik","Gölpazarı"
"TK","2708",36.6484,37.0993,554,"Gaziantep","İslahiye"
"TK","4603",36.9306,37.58,562,"Kahramanmaraş","Dulkadiroğlu"
"TK","4602",36.9151,37.5753,572,"Kahramanmaraş","Onikişubat"
"TK","0209",38.4825,37.5776,613,"Adıyaman","Samsat"
"TK","0127",35.9204,37.8162,614,"Adana","Feke"
"TK","5506",36.0479,41.0782,620,"Samsun","Kavak"
"TK","2003",28.8336,38.0448,621,"Denizli","Buldan"
"TK","1106",30.5209,40.1769,626,"Bilecik","Yenipazar"
"TK","4627",37.1574,37.3919,650,"Kahramanmaraş","Pazarcık"
"TK","1413",32.0741,40.9386,658,"Bolu","Mengen"
"TK","4510",28.6431,38.5461,665,"Manisa","Kula"
"TK","1105",30.179,40.0231,667,"Bilecik","Söğüt"
"TK","1010",28.6266,39.6041,690,"Balıkesir","Dursunbey"
"TK","3145",36.4064,36.6454,695,"Hatay","Kırıkhan"
"TK","3146",36.227,36.4908,698,"Hatay","Belen"
"TK","0511",35.0285,40.7857,707,"Amasya","Hamamözü"
"TK","0634",33.416,40.1061,710,"Ankara","Kalecik"
"TK","2107",39.4838,38.1459,714,"Diyarbakır","Çermik"
"TK","0210",38.2544,37.7863,741,"Adıyaman","Merkez"
"TK","1404",30.7831,40.3966,744,"Bolu","Göynük"
"TK","2618",30.9585,39.7668,766,"Eskişehir","Alpu"
"TK","2605",30.533,39.723,770,"Eskişehir","Odunpazarı"
"TK","0637",31.9213,40.1674,785,"Ankara","Beypazarı"
"TK","8004",36.0976,37.3799,819,"Osmaniye","Kadirli"
"TK","1634",28.8821,39.7763,821,"Bursa","Büyükorhan"
"TK","1406",31.2099,40.4684,831,"Bolu","Mudurnu"
"TK","0126",35.3919,37.5455,834,"Adana","Aladağ"
"TK","0626",32.6953,39.9905,836,"Ankara","Yenimahalle"
"TK","2025",29.7366,38.2957,837,"Denizli","Çivril"
"TK","2024",29.3954,38.0868,844,"Denizli","Çal"
"TK","0640",33.4084,40.0972,850,"Ankara","Kalecik"
"TK","1503",30.5884,37.46,850,"Burdur","Bucak"
"TK","4513",27.6171,39.1892,862,"Manisa","Soma"
"TK","4314",29.6174,39.8063,873,"Kütahya","Domaniç"
"TK","5203",37.3867,40.677,884,"Ordu","Aybastı"
"TK","0609",33.206,39.3152,897,"Ankara","Bala"
"TK","6403",29.7568,38.7361,921,"Uşak","Banaz"
"TK","3203",30.874,37.8215,926,"Isparta","Eğirdir"
"TK","0607",33.2173,39.4634,927,"Ankara","Bala"
"TK","0614",33.217,39.464,927,"Ankara","Bala"
"TK","1808",33.6282,40.9248,938,"Çankırı","Ilgaz"
"TK","4302",29.9972,39.4193,938,"Kütahya","Merkez"
"TK","4003",34.4161,39.6025,939,"Kırşehir","Çiçekdağı"
"TK","3204",31.0162,38.118,943,"Isparta","Gelendost"
"TK","1501",30.294,37.722,957,"Burdur","Merkez"
"TK","4604",36.3574,37.5701,965,"Kahramanmaraş","Andırın"
"TK","0606",33.0964,39.2884,978,"Ankara","Bala"
"TK","0613",33.097,39.288,978,"Ankara","Bala"
"TK","5812",38.3457,40.088,985,"Sivas","Akıncılar"
"TK","0638",33.1225,39.5538,987,"Ankara","Bala"
"TK","0632",31.3627,40.184,989,"Ankara","Nallıhan"
"TK","0312",31.0401,38.7189,997,"Afyonkarahisar","Bolvadin"
"TK","2303",39.9319,38.6958,1000,"Elazığ","Palu"
"TK","3205",30.2961,37.9302,1001,"Isparta","Keçiborlu"
"TK","3704",34.2108,41.5161,1002,"Kastamonu","Taşköprü"
"TK","4313",29.62,39.196,1012,"Kütahya","Çavdarhisar"
"TK","2415",38.5549,39.461,1018,"Erzincan","İliç"
"TK","2026",29.0248,37.2787,1021,"Denizli","Tavas"
"TK","3541",26.9281,38.9842,1021,"İzmir","Dikili"
"TK","4312",30.1065,39.0578,1028,"Kütahya","Altıntaş"
"TK","0313",31.0268,38.5935,1036,"Afyonkarahisar","Çay"
"TK","0610",33.7188,39.4526,1051,"Kırşehir","Kaman"
"TK","1909",34.4675,40.7253,1080,"Çorum","İskilip"
"TK","2620",31.5351,39.4472,1081,"Eskişehir","Sivrihisar"
"TK","0633",33.2244,39.9214,1099,"Ankara","Elmadağ"
"TK","0314",30.2465,38.7442,1117,"Afyonkarahisar","Sinanpaşa"
"TK","0636",33.5401,38.938,1132,"Ankara","Şereflikoçhisar"
"TK","1205",40.5032,38.8971,1133,"Bingöl","Merkez"
"TK","4605",37.1977,38.2037,1133,"Kahramanmaraş","Elbistan"
"TK","1801",32.8834,40.8149,1137,"Çankırı","Çerkeş"
"TK","3805",35.3578,38.1054,1183,"Kayseri","Yahyalı"
"TK","0639",32.6506,40.4698,1211,"Ankara","Kızılcahamam"
"TK","4403",37.8873,38.0962,1215,"Malatya","Doğanşehir"
"TK","2520",41.0088,40.4881,1224,"Erzurum","İspir"
"TK","4628",36.9228,38.2412,1228,"Kahramanmaraş","Afşin"
"TK","0315",30.5027,38.2714,1233,"Afyonkarahisar","Dinar"
"TK","2412",39.6922,39.592,1238,"Erzincan","Merkez"
"TK","3803",35.4791,38.3949,1271,"Kayseri","Develi"
"TK","2619",31.4926,39.8585,1277,"Eskişehir","Mihalıcçık"
"TK","7104",33.6136,39.6731,1291,"Kırıkkale","Keskin"
"TK","0608",33.1198,39.5561,1294,"Ankara","Bala"
"TK","0615",33.12,39.556,1294,"Ankara","Bala"
"TK","2004",29.3464,37.0741,1297,"Denizli","Çameli"
"TK","2414",39.4186,39.7951,1301,"Erzincan","Merkez"
"TK","0611",33.1247,39.5485,1303,"Ankara","Bala"
"TK","5813",37.5402,40.214,1303,"Sivas","Doğanşar"
"TK","5814",38.6036,40.0618,1320,"Sivas","Gölova"
"TK","5202",37.0151,40.8021,1323,"Ordu","Akkuş"
"TK","0612",33.1247,39.5485,1345,"Ankara","Bala"
"TK","2519",42.1326,40.8266,1345,"Erzurum","Olur"
"TK","2803",38.427,40.2952,1359,"Giresun","Şebinkarahisar"
"TK","1208",41.0536,38.9677,1382,"Bingöl","Solhan"
"TK","2405",40.2347,39.466,1417,"Tunceli","Pülümür"
"TK","4631",37.4277,37.9663,1421,"Kahramanmaraş","Nurhak"
"TK","2406",40.3839,39.7767,1429,"Erzincan","Tercan"
"TK","2904",39.1185,40.1908,1443,"Gümüşhane","Şiran"
"TK","0129",36.2109,38.2592,1456,"Adana","Tufanbeyli"
"TK","2802",38.7603,40.332,1461,"Giresun","Alucra"
"TK","4902",42.5307,39.1439,1519,"Muş","Malazgirt"
"TK","2413",40.0386,39.8077,1522,"Erzincan","Çayırlı"
"TK","3804",36.3779,38.7227,1524,"Kayseri","Pınarbaşı"
"TK","5103",34.9909,37.8323,1536,"Niğde","Çamardı"
"TK","2503",42.1736,40.0415,1545,"Erzurum","Horasan"
"TK","2518",41.2774,39.9072,1571,"Erzurum","Yakutiye"
"TK","2403",38.7685,39.8993,1587,"Erzincan","Refahiye"
"TK","0402",44.0909,39.5493,1593,"Ağrı","Doğubayazıt"
"TK","2903",39.6586,40.2084,1594,"Gümüşhane","Köse"
"TK","1301",42.281,38.5031,1676,"Bitlis","Tatvan"
"TK","6509",43.3596,38.5201,1688,"Van","Tuşba"
"TK","6502",43.768,38.9901,1712,"Van","Muradiye"
"TK","6503",43.763,38.9901,1712,"Van","Muradiye"
"TK","6504",43.763,38.9901,1712,"Van","Muradiye"
"TK","3601",43.0821,40.6028,1763,"Kars","Merkez"
"TK","6511",43.479,38.317,1800,"Van","Gürpınar"
"TK","6510",43.2682,38.4145,1850,"Van","Edremit"
"TK","7503",42.6052,40.7912,2022,"Ardahan","Göle"
"TK","0101",35.226,37.044,0,"Adana","Çukurova"
"TK","0102",35.367,37.0579,0,"Adana","Sarıçam"
"TK","0103",35.3706,36.9958,0,"Adana","Yüreğir"
"TK","0106",35.567,36.908,0,"Adana","Yüreğir"
"TK","0107",35.633,37.033,0,"Adana","Sarıçam"
"TK","0108",35.617,36.876,0,"Adana","Yüreğir"
"TK","0109",35.689,37.178,0,"Adana","Ceyhan"
"TK","0111",35.2254,37.0185,0,"Adana","Seyhan"
"TK","0112",35.4763,36.8716,0,"Adana","Yüreğir"
"TK","0113",35.6273,36.9555,0,"Adana","Yüreğir"
"TK","0114",35.6929,37.1758,0,"Adana","Ceyhan"
"TK","0115",35.4544,37.0812,0,"Adana","Sarıçam"
"TK","0116",35.4626,37.1047,0,"Adana","Sarıçam"
"TK","0117",35.2411,36.8384,0,"Adana","Yüreğir"
"TK","0203",37.6606,37.7903,0,"Adıyaman","Gölbaşı"
"TK","0303",30.162,38.0715,0,"Afyonkarahisar","Dinar"
"TK","0304",30.171,38.067,0,"Afyonkarahisar","Dinar"
"TK","0305",30.1597,38.0664,0,"Afyonkarahisar","Dinar"
"TK","0306",30.1355,38.0534,0,"Afyonkarahisar","Dinar"
"TK","0307",30.178,38.076,0,"Afyonkarahisar","Dinar"
"TK","1002",27.8936,39.6392,0,"Balıkesir","Altıeylül"
"TK","1004",27.8877,39.6219,0,"Balıkesir","Altıeylül"
"TK","1202",40.41,38.919,0,"Bingöl","Merkez"
"TK","1203",40.577,38.858,0,"Bingöl","Merkez"
"TK","1204",40.504,38.885,0,"Bingöl","Merkez"
"TK","1207",40.28,39.34,0,"Bingöl","Kiğı"
"TK","1602",29.0509,40.1941,0,"Bursa","Osmangazi"
"TK","2006",29.668,37.825,0,"Denizli","Çardak"
"TK","2402",39.4866,39.7515,0,"Erzincan","Merkez"
"TK","2502",41.256,39.906,0,"Erzurum","Yakutiye"
"TK","2504",42.173,40.043,0,"Erzurum","Horasan"
"TK","3102",36.159,36.213,0,"Hatay","Antakya"
"TK","3505",26.7521,38.6681,0,"İzmir","Foça"
"TK","3507",26.3726,38.3039,0,"İzmir","Çeşme"
"TK","4402",38.34,38.35,0,"Malatya","Battalgazi"
"TK","7502",42.7013,41.1116,0,"Ardahan","Merkez"
"TK","7601",44.0538,39.9264,0,"Iğdır","Merkez"
"TK","0901",27.8381,37.8366,46,"Aydın","Efeler"
"TK","0600",32.753,39.9081,850,"Ankara","Çankaya"
"TK","0503",35.8348,40.6668,0,"Amasya","Merkez"
"TK","6002",36.57,40.3,0,"Tokat","Merkez"
"TU","EDAM",41.2587,39.8954,1925,"Erzurum","Palandöken"
"TU","BYAT",30.9831,38.9469,1164,"Afyonkarahisar","Bayat"
"TU","CTIK",31.639,39.0298,935,"Konya","Çeltik"
"-","MKCC",40.2246,39.1312,1681,"Elazığ","Karakoçan"
"TU","MAYK",40.3625,38.7341,1140,"Bingöl","Merkez"
"TU","MKEM",39.0536,39.7576,1573,"Erzincan","Kemah"
"TU","MTER",40.3458,39.7569,1543.4,"Erzincan","Tercan"
"-","MARP",38.5109,38.8411,1100,"Malatya","Arapgir"
"TU","MDIV",38.0448,39.3212,1219,"Sivas","Divriği"
"-","MBOZ",38.6529,40.056,1479,"Sivas","Gölova"
"TU","MIMR",38.1738,39.8613,1687,"Sivas","İmranlı"
"TU","MCKZ",38.9753,39.1189,1514,"Tunceli","Çemişgezek"
"-","MILC",38.6396,39.5608,1477,"Erzincan","İliç"
"TU","AYAZ",34.8574,40.679,1122,"Çorum","Merkez"
"TU","GOKD",33.4753,40.0728,902,"Ankara","Kalecik"
"TU","IMRA",28.5285,40.5639,125,"Bursa","Karacabey"
"TK","1656",28.5285,40.5639,125,"Bursa","Karacabey"
"TU","SATE",29.2859,41.013,144,"İstanbul","Sancaktepe"
"TU","CATL",28.3561,41.3407,375,"İstanbul","Çatalca"
"TU","MADA",27.554,40.5892,112,"Balıkesir","Marmara"
"TU","MURA",27.4858,41.1509,107.5,"Tekirdağ","Muratlı"
"TU","GOKT",26.6266,40.6617,176,"Edirne","Keşan"
"TU","LAPS",26.8386,40.2522,450,"Çanakkale","Lapseki"
"TU","MHAV",37.9104,37.7737,778.8,"Adıyaman","Tut"
"TU","MYES",38.4039,37.9729,1115.2,"Adıyaman","Çelikhan"
"TU","MDUR",39.4749,38.4319,1303.4,"Elazığ","Maden"
"TU","MSAY",39.2104,38.5903,987.8,"Elazığ","Merkez"
"TU","MTYK",37.0627,37.0135,781.2,"Gaziantep","Şahinbey"
"TU","BEYE",26.9271,38.227,336,"İzmir","Seferihisar"
"TU","DAGE",27.7508,38.004,654,"İzmir","Tire"
"TU","MGUN",38.8585,38.1669,1507,"Malatya","Pütürge"
"TU","MENG",37.2636,37.7759,1440,"Kahramanmaraş","Çağlayancerit"
"TU","KKOY",40.5086,38.2917,963,"Diyarbakır","Kocaköy"
"TU","DCES",26.2336,38.2792,25,"İzmir","Çeşme"
"TU","DSLC",27.3863,37.8457,205,"İzmir","Selçuk"
"TU","DEUN",27.2141,38.369,235,"İzmir","Buca"
"TU","DDKL",26.8233,39.2068,116,"İzmir","Dikili"
"TU","DKRZ",28.4265,38.1243,735,"İzmir","Kiraz"
"-","AMAZ",27.6752,37.0302,297,"Muğla","Bodrum"
"-","ACFT",27.8099,37.1351,415,"Muğla","Milas"
"-","ACML",28.008,37.2338,809,"Muğla","Yatağan"
"-","ASRN",28.1354,37.0762,733,"Muğla","Menteşe"
"-","AFDL",28.6091,37.2817,732,"Muğla","Menteşe"
"-","AKVC",28.6465,37.1003,474,"Muğla","Ula"
"-","ACOR",28.4643,36.9929,109,"Muğla","Ula"
"-","ADGY",28.1519,36.8382,20,"Muğla","Marmaris"
"-","AEMC",27.9228,36.7806,116,"Muğla","Datça"
"TU","TRC1",35.3281,38.4636,2102,"Kayseri","Develi"
"TU","TRC2",35.5331,38.5425,2202,"Kayseri","Melikgazi"
"TU","TRC3",35.4669,38.59,2102,"Kayseri","Hacılar"
"TU","MTOP",37.8538,38.0984,1397,"Malatya","Doğanşehir"
"TU","MKAM",38.6819,38.3226,1365,"Malatya","Battalgazi"
"TU","MGNB",38.2621,38.286,1065,"Malatya","Yeşilyurt"
"TU","MGND",37.4205,37.4714,1055,"Kahramanmaraş","Pazarcık"
"TU","MIND",36.6412,37.2643,1105,"Osmaniye","Bahçe"
"TU","SARY",29.0272,41.1344,130,"İstanbul","Sarıyer"
"TU","BIRL",28.8368,40.9755,13,"İstanbul","Bakırköy"
"TU","TMP1",35.8362,36.3596,95,"Hatay","Arsuz"
"TU","TOPK",36.135,37.0608,77,"Osmaniye","Toprakkale"
"TU","OZDE",27.1257,38.0178,145,"İzmir","Menderes"
"TU","DKIZ",27.3906,38.3135,324,"İzmir","Kemalpaşa"
"TU","ARTU",40.6336,37.3462,1061,"Mardin","Artuklu"
"TU","TASL",28.099,36.6346,245,"Muğla","Marmaris"
"TU","TMAL",27.0037,40.947,127,"Tekirdağ","Şarköy"
"TU","TKOY",27.1829,40.6752,349,"Tekirdağ","Malkara"
"TU","AVCA",27.8502,41.8995,231,"Kırklareli","Demirköy"
"TU","EYUP",28.9391,41.1173,81.5,"İstanbul","Eyüp"
"TU","LALA",26.6715,41.9186,337,"Edirne","Lalapaşa"
"TU","DOGU",44.0437,39.6556,1571,"Ağrı","Doğubayazıt"
"TU","SAPH",29.1629,38.892,1047,"Kütahya","Şaphane"
"TU","SNCT",29.2859,41.0131,139,"İstanbul","Sancaktepe"
"TU","SNKY",42.3394,40.5725,1820,"Erzurum","Şenkaya"
"TU","KOZL",41.5677,38.175,783,"Batman","Kozluk"
"TU","SCAK",40.391,39.0948,1627,"Bingöl","Merkez"
"TU","RFAH",38.756,39.9379,1769,"Erzincan","Refahiye"
"TU","PURS",28.2036,39.2313,380,"Balıkesir","Sındırgı"
"TU","ARNA",28.6838,41.347,55,"İstanbul","Arnavutköy"
"TU","SIVE",39.5585,37.803,1155.8,"Şanlıurfa","Siverek"
"TU","VSEH",39.8145,37.4967,1100,"Şanlıurfa","Viranşehir"
"TU","ISIL",29.5805,41.1489,36.2,"İstanbul","Şile"
"TU","IDIL",41.7949,37.2716,927.8,"Şırnak","İdil"
"TU","DBAK",39.99,38.0643,742.9,"Diyarbakır","Kayapınar"
"TU","SILP",42.4771,37.2611,616.9,"Şırnak","Silopi"
"TU","ERUH",42.1611,37.7815,1366.7,"Siirt","Eruh"
"TU","BEYT",43.1685,37.5738,1680,"Şırnak","Beytüşşebap"
"TU","MALZ",42.4796,39.1521,1529,"Muş","Malazgirt"
"TU","GENC",40.4993,38.6622,1314.8,"Bingöl","Genç"
"TU","TERC",40.446,39.7867,1619.4,"Erzincan","Tercan"
"TU","PBAS",36.2575,38.6438,1511.7,"Kayseri","Pınarbaşı"
"TU","AHLT",42.3278,38.7035,1893.6,"Bitlis","Ahlat"
